fold	prob_1	prob_2	prob_3	prob_4	std_1	std_2	std_3	std_4	LakeCode	true_label	true_idx	pred_idx	pred_label	entropy	entropy_norm	aleatoric_entropy	aleatoric_entropy_norm	epistemic_mi	margin_p1_p2	totvar_1	epivar_1	alevar_1	totvar_2	epivar_2	alevar_2	totvar_3	epivar_3	alevar_3	totvar_4	epivar_4	alevar_4	feat_meanTP	feat_meanTN	feat_meanTurb	feat_meanWC	feat_meanCond	feat_thermal_class	feat_bottom_DO_min	feat_surface_DO_min	feat_bottom_pH_min	feat_surface_pH_max	feat_area_m2	feat_SECCIDEPTH	feat_NEWDEPTH	feat_tyyppi_Lv	feat_tyyppi_Kh	feat_tyyppi_Mh	feat_tyyppi_MRh	feat_tyyppi_MVh	feat_tyyppi_Ph	feat_tyyppi_Vh	feat_tyyppi_PoLa	feat_tyyppi_Rh	feat_tyyppi_Rk	feat_tyyppi_Rr	feat_tyyppi_Sh	feat_tyyppi_SVh
2	0,035510216	0,712859452	0,250133276	0,001497052	0,052655742	0,056077912	0,062595151	0,00642442	351541001	3	2	1	2	0,716175258	0,516611247	0,831171513	0,59956351	-0,114996254	0,462726176	0,118319124	0,002772627	0,115546495	0,212242141	0,003144732	0,209097415	0,135048956	0,003918153	0,1311308	0,007551498	4,12732E-05	0,007510225	36,5	866,6666667	1,8	80	8,133333333	2,972048477	2,630077778	6,6	6,406638889	7,1	1852648,915	0,78	1,211	0	0	0	1	0	0	0	0	0	0	0	0	0
2	0,016642205	0,563908577	0,41172877	0,007720439	0,031386003	0,08091104	0,083726615	0,019069754	351581002	3	2	1	2	0,794121325	0,572837449	0,913053393	0,658628801	-0,118932068	0,152179807	0,070495814	0,000985081	0,069510736	0,234059334	0,006546596	0,227512732	0,196764797	0,007010147	0,18975465	0,027357619	0,000363655	0,026993964	28,5	670	3,4	96,83392916	5,7	3	0,2	7,5	6,6	7,2	552220,9824	1,3	10,317	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,030545738	0,63898927	0,326177835	0,004287194	0,081042647	0,077445097	0,093964316	0,015919486	351631001	2	1	1	2	0,781537771	0,563760333	0,897074163	0,647102223	-0,115536392	0,312811434	0,113380536	0,006567911	0,106812626	0,2296305	0,005997743	0,223632753	0,164960384	0,008829293	0,156131089	0,018171066	0,00025343	0,017917637	42,5	840	6,95	96,13595102	7,6	3	0,33	8,7	6,5	7,1	687142,6938	0,743	14,986	0	0	0	0	0	0	0	0	0	0	1	0	0
2	0,018153295	0,572346747	0,403827727	0,005672315	0,030360268	0,080033809	0,084697321	0,013149733	351841002	3	2	1	2	0,787665963	0,568180889	0,898673594	0,648255969	-0,111007631	0,16851902	0,074565575	0,000921746	0,073643826	0,232222795	0,00640541	0,225817382	0,194484666	0,007173636	0,187311023	0,020687735	0,000172915	0,02051482	27,5	576,6666667	4,333333333	40	7,183333333	2	0	7,5	6,9	7,4	3828191,501	1,689	5,779	0	0	1	0	0	0	0	0	0	0	0	0	0
2	0,54825449	0,44550547	0,006237465	2,59951E-06	0,15740782	0,151767686	0,009917227	0,00037986	352111009	1	0	0	1	0,721423268	0,520396886	0,565444946	0,40788231	0,155978322	0,10274902	0,205081239	0,024777221	0,180304021	0,202343002	0,023033431	0,179309577	0,006192801	9,83514E-05	0,006094449	0,000132814	1,44294E-07	0,00013267	43,63888889	829,4444444	11,79444444	86,78186337	10,61111111	1	0,29	7,8	7	8	702044,9273	1,145	4,745	0	0	1	0	0	0	0	0	0	0	0	0	0
2	0,15184924	0,749693632	0,098098628	0,000358479	0,204767868	0,14732182	0,083207265	0,011816368	352311001	2	1	1	2	0,732803047	0,528605661	0,812922537	0,586399657	-0,080119491	0,597844362	0,233781993	0,041929878	0,191852123	0,248485029	0,021703718	0,226781309	0,075184971	0,006923449	0,068261519	0,006492129	0,000139627	0,006352502	27,55873016	1061,686508	5,19984127	32,5	12,10730159	2	0	3,5	6,9	8,1	102607712,5	1,8	18,002	0	0	0	0	0	0	0	0	0	0	0	1	0
2	0,00284964	0,157096714	0,780304253	0,059749372	0,014994008	0,127297893	0,081452109	0,091219082	352421007	4	3	2	3	0,669390619	0,482863263	0,996638477	0,718922694	-0,327247858	0,623207569	0,021077596	0,00022482	0,020852776	0,206085354	0,016204752	0,189880595	0,248734206	0,006634446	0,242099762	0,129201651	0,008320921	0,12088073	15,8	410	3,02	84,16613046	12,74	2	0	7,4	7,3	7,3	583103,3188	1,954	6,954	0	0	1	0	0	0	0	0	0	0	0	0	0
2	0,250276268	0,702095032	0,04756118	6,76379E-05	0,147977039	0,131669149	0,02743149	0,001565157	352841004	2	1	1	2	0,740509987	0,534165043	0,760947227	0,548907396	-0,020437241	0,451818764	0,249730125	0,021897202	0,227832928	0,249777988	0,017336765	0,232441217	0,029494602	0,000752487	0,028742116	0,000904874	2,44972E-06	0,000902425	41,83333333	810	6,566666667	169,1666667	6,708333333	1	0	7,3	6,6	7	1916614,761	0,8	6,517	0	0	0	0	0	1	0	0	0	0	0	0	0
2	0,083841868	0,720844328	0,19362247	0,001691362	0,139412686	0,099456578	0,07100416	0,009562235	352861002	2	1	1	2	0,772477329	0,557224606	0,874529779	0,630839888	-0,10205245	0,527221859	0,191477418	0,019435896	0,17204152	0,236841395	0,009891612	0,226949781	0,103955105	0,005041591	0,098913513	0,009274285	9,14363E-05	0,009182849	35	850	12	97,43284957	8,9	2,94311203	2,421783333	7,1	6,436072222	7,3	3324615,433	0,6	1,04	0	0	0	0	0	0	0	0	0	0	1	0	0
2	0,865058839	0,134755135	0,000186043	8,83872E-09	0,113114797	0,111645274	0,003416014	7,81326E-05	352881002	1	0	0	1	0,397084355	0,286435815	0,31136471	0,224602162	0,085719645	0,730303705	0,104482681	0,012794957	0,091687724	0,103849843	0,012464668	0,091385178	0,000817585	1,16692E-05	0,000805916	1,04306E-05	6,10469E-09	1,04245E-05	68	537,0733423	31,5	94,91690417	7,55	2,930645867	2,227994444	8,5	6,435133333	7,6	4740069,953	0,42	1,575	0	0	0	1	0	0	0	0	0	0	0	0	0
2	0,573526204	0,421052098	0,005419747	1,97755E-06	0,155311123	0,149723113	0,009720003	0,00032266	352891010	1	0	0	1	0,711366951	0,513142787	0,550505042	0,397105447	0,160861909	0,152474105	0,198992163	0,024121545	0,174870625	0,196229875	0,022417009	0,173812866	0,005886463	9,44785E-05	0,005791984	0,000113351	1,04109E-07	0,000113247	58	997,5	9,175	91,90836163	4,55	1	6,3	8,2	7,7	7,7	1610900,997	1	3,133	0	0	1	0	0	0	0	0	0	0	0	0	0
2	0,008641086	0,393196166	0,58346194	0,014700796	0,021684257	0,108492903	0,101168297	0,029423792	352891012	2	1	2	3	0,784473896	0,5658783	0,960641265	0,692956194	-0,176167369	0,190265775	0,044752032	0,000470207	0,044281825	0,2498485	0,011770709	0,23807779	0,238495842	0,010235025	0,228260815	0,045691069	0,00086576	0,044825308	25,62541204	780	3,542403935	95,58556437	4,517707126	2,979494856	2,205444444	7,649611111	6,416327778	6,919366667	787466,8671	0,5	0,933	0	0	0	1	0	0	0	0	0	0	0	0	0
2	0,000151842	0,009839494	0,570014715	0,419993937	0,004948015	0,047043461	0,105159581	0,137836695	353211001	3	2	2	3	0,731559277	0,52770847	0,801329017	0,578036699	-0,06976974	0,150020778	0,00292571	2,44829E-05	0,002901227	0,045331005	0,002213087	0,043117918	0,238986313	0,011058537	0,227927774	0,247038871	0,018998954	0,22803992	12	425	1,18	87,24079054	3,95	3	8,1	7,9	6,6	7,1	24819881,88	2,243	60,371	0	1	0	0	0	0	0	0	0	0	0	0	0
2	0,000179511	0,01189165	0,591237366	0,396691442	0,003989749	0,042628173	0,097613633	0,127276614	353221001	3	2	2	3	0,731748223	0,527844766	0,818891943	0,590705672	-0,087143719	0,194545925	0,002794991	1,59181E-05	0,002779073	0,047087826	0,001817161	0,045270666	0,242032051	0,009528421	0,232503623	0,248636886	0,016199335	0,232437551	12	415	1,045	87,81519203	3,9	3	7,5	8	6,6	7,2	17455609,94	2,133	48,967	0	1	0	0	0	0	0	0	0	0	0	0	0
2	0,000448559	0,046624791	0,70690304	0,24602364	0,002728543	0,049149673	0,059025023	0,084076859	353391004	3	2	2	3	0,736595511	0,531341346	0,953958333	0,688135478	-0,217362821	0,460879385	0,004105983	7,44495E-06	0,004098538	0,096682154	0,00241569	0,094266467	0,249989197	0,003483953	0,246505246	0,238056868	0,007068918	0,230987951	18	500	1,5	120	2,7	3	1,8	8,1	6	6,5	1225005,292	1,4	11,233	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,000898303	0,068392023	0,709897041	0,220812589	0,008095521	0,079651058	0,059769135	0,103150196	353621001	4	3	2	3	0,766523361	0,552929726	1,008688569	0,727614998	-0,242165208	0,489084452	0,008732238	6,55375E-05	0,008666701	0,130101815	0,006344291	0,123757526	0,249382913	0,003572349	0,245810568	0,231036469	0,010639963	0,220396504	24,98995007	470	0,67	200	2	3	4,1	6,4	5,2	5,2	1463517,167	0,997	16,9	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,050584622	0,748238504	0,200091869	0,001085039	0,074103728	0,060533516	0,055585802	0,005876835	353831001	3	2	1	2	0,697314382	0,503006	0,823779941	0,594231618	-0,126465559	0,548146605	0,146323696	0,005491362	0,140832335	0,213880971	0,003664307	0,210216671	0,110055514	0,003089781	0,106965736	0,005993322	3,45372E-05	0,005958785	27	662,5	4,775	96,25317302	3,475	3	0	5	6	7,1	1720975,947	1,114	13,386	0	0	0	0	0	1	0	0	0	0	0	0	0
2	0,001899084	0,122189485	0,785797536	0,090113871	0,00837047	0,076985799	0,052592777	0,075540319	354121001	3	2	2	3	0,675061643	0,486954042	1,013131618	0,730819981	-0,338069975	0,663608074	0,014093846	7,00648E-05	0,014023782	0,17776303	0,005926813	0,171836212	0,24667646	0,002766	0,243910462	0,158082917	0,00570634	0,152376577	18,65	566,25	2,2625	94,14294806	3,85	3	1,4	7,5	6,3	7	45412133,1	1,427	22,955	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,00096867	0,080144159	0,740350068	0,178537115	0,005061835	0,067198925	0,056281697	0,089237727	354161003	3	2	2	3	0,739185393	0,53320955	1,010246754	0,728738991	-0,271061361	0,561812937	0,007909455	2,56222E-05	0,007883833	0,137366742	0,004515695	0,132851049	0,249810874	0,003167629	0,246643245	0,21536167	0,007963371	0,207398295	18,66666667	502,5	1,741666667	171,6666667	2,8275	3	0,2	6,5	5,8	6,3	1728143,105	1,088	12,829	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,005639741	0,272823632	0,677755177	0,043781422	0,022180898	0,119120345	0,085451186	0,070046104	354241001	3	2	2	3	0,784178853	0,565665471	1,041321993	0,751155038	-0,25714314	0,404931545	0,033690669	0,000491992	0,033198677	0,240472883	0,014189656	0,226283222	0,247095063	0,007301905	0,239793152	0,103000402	0,004906457	0,098093942	27,91666667	581,6666667	2,728333333	143,75	3,5025	2	0	6,8	4,9	6,8	8932656,397	1,118	11,041	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,004163839	0,221822858	0,725811899	0,048201349	0,014148009	0,103740484	0,07276383	0,061693046	354321001	2	1	2	3	0,735622227	0,53063927	1,031411767	0,744006321	-0,29578954	0,503989041	0,026048757	0,000200166	0,025848592	0,228731483	0,010762088	0,217969388	0,249979883	0,005294575	0,244685307	0,108293436	0,003806032	0,104487404	24,5	610	2,115	156,25	3,025	3	0,4	7,1	6,1	7	4322560,587	0,878	10,641	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,000176855	0,025664022	0,648200035	0,325959057	0,003954448	0,059878562	0,077124484	0,117187053	354321009	3	2	2	3	0,741952479	0,535205581	0,888276696	0,640756192	-0,146324217	0,322240978	0,002819655	1,56377E-05	0,002804017	0,07292711	0,003585442	0,069341667	0,247270927	0,005948185	0,241322741	0,249112874	0,013732805	0,235380068	11	410	1,3	35	3	1	8,7	9,3	6,452372222	7,2	1460261,745	1,656	6,5	0	0	0	0	0	0	1	0	0	0	0	0	0
2	0,003083964	0,188395634	0,767929137	0,040591247	0,013678274	0,106396534	0,078740768	0,060221165	354731004	3	2	2	3	0,665142417	0,479798833	0,98370868	0,709595817	-0,318566263	0,579533517	0,021775953	0,000187095	0,021588858	0,219391987	0,011320223	0,208071768	0,24827534	0,006200109	0,242075235	0,098795585	0,003626589	0,095168993	30,5	645	1,938	233,3333333	2,122	1	3,5	6,4	5,92	6,08	4362722,343	0,759	4,079	0	0	0	1	0	0	0	0	0	0	0	0	0
2	0,013464979	0,505644858	0,469673693	0,011216515	0,035640124	0,096421793	0,097351536	0,028079344	354831047	3	2	1	2	0,808119059	0,582934679	0,942609727	0,67994919	-0,134490669	0,035971165	0,062646903	0,001270218	0,061376683	0,242612302	0,009297162	0,23331514	0,213063046	0,009477321	0,203585729	0,037554201	0,00078845	0,03676575	47	710	2,293333333	209,5833333	2,800666667	2	1,6	6,7	5,99	6,59	2275806,319	0,81	4,579	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,010448104	0,445821285	0,526870549	0,016860144	0,02652771	0,100454204	0,091897994	0,0352326	355351001	3	2	2	3	0,814263761	0,587367145	0,974324048	0,702826236	-0,160060287	0,081049263	0,051034492	0,000703719	0,050330773	0,247961983	0,010091048	0,237870932	0,226590887	0,008445241	0,218145639	0,051003948	0,001241336	0,04976261	38	650	3,55	98,22185303	3,2	3	0	7,8	6	6,6	722611,9231	0,8	11,433	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,152189746	0,742122054	0,105462529	0,000225653	0,131920516	0,10646937	0,047162659	0,00351343	355421001	2	1	1	2	0,746970296	0,538825171	0,826747775	0,596372458	-0,079777479	0,589932323	0,2318746	0,017403023	0,214471579	0,245308489	0,011335727	0,233972758	0,059755057	0,002224317	0,057530742	0,002302777	1,23442E-05	0,002290432	56,35555556	983,0185185	4,546111111	206,6666667	5,433888889	3	1,1	4,4	6,3	6,9	4423364,413	0,84	14,445	0	0	0	1	0	0	0	0	0	0	0	0	0
2	0,000482898	0,046893381	0,704976082	0,247647598	0,003099833	0,051798578	0,058571234	0,086251609	355731001	4	3	2	3	0,739282727	0,533279762	0,957430959	0,690640448	-0,218148232	0,457328498	0,004466553	9,60897E-06	0,004456944	0,098125614	0,002683093	0,095442519	0,249939144	0,00343059	0,246508554	0,238556221	0,00743934	0,231116876	13,33333333	407,5	0,94	120	2,241666667	2,166666667	2,1	7,4	5,9	6,3	21115999,13	1,475	18,655	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,002282907	0,162034333	0,775762737	0,059919957	0,01132681	0,09800382	0,065318845	0,069448613	355851005	3	2	2	3	0,674411535	0,486485089	1,000461698	0,721680565	-0,326050162	0,613728404	0,016960476	0,000128297	0,016832178	0,205068648	0,009604748	0,195463896	0,247754052	0,004266552	0,243487507	0,125617594	0,00482311	0,120794483	30,25	565	1,55	97,79321862	2,55	1	0	6,6	5,7	6,1	1201846,659	0,867	6,417	0	0	0	1	0	0	0	0	0	0	0	0	0
2	0,002091649	0,126762763	0,7675367	0,103608906	0,0097171	0,083441205	0,056324381	0,088682137	356211001	3	2	2	3	0,712687194	0,51409514	1,035604	0,747030378	-0,322916806	0,640773952	0,015362008	9,4422E-05	0,015267586	0,18029432	0,006962435	0,173331887	0,249078453	0,003172436	0,24590601	0,170506731	0,007864521	0,162642211	18,33018519	518,859127	1,933867521	152,71875	3,333910256	2,945945946	0	5,6	5,7	7,1	24368915,67	1,354	19,04	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,000327978	0,032559507	0,738036692	0,22907573	0,002171751	0,0445133	0,075078979	0,102171689	356811001	3	2	2	3	0,675914109	0,487568966	0,900477767	0,649557404	-0,224563658	0,508960962	0,003210489	4,7165E-06	0,003205773	0,0783749	0,001981434	0,076393463	0,248835802	0,005636854	0,243198946	0,234854952	0,010439054	0,224415898	19	505	2,15	125	3,2	2	7	8,8	6,2	6,8	3115697,652	1,133	10,9	0	0	0	0	0	1	0	0	0	0	0	0	0
2	0,999102354	0,000897669	5,84154E-10	3,31375E-17	0,018106883	0,018103	1,84664E-05	6,30706E-09	357131022	1	0	0	1	0,007195038	0,005190123	0,033574462	0,024218855	-0,026379425	0,998204708	0,007479449	0,000327859	0,00715159	0,007478214	0,000327719	0,007150496	1,25847E-06	3,41006E-10	1,25813E-06	6,08058E-10	3,97791E-17	6,08058E-10	46	788,125	29,5	86,20733571	18,52916667	1	8,5	8,8	9,3	9,5	1614577,165	1,134	2,597	0	0	0	0	1	0	0	0	0	0	0	0	0
2	2,32818E-05	0,002147518	0,419815987	0,578013241	0,001076895	0,01792226	0,112947673	0,12474981	357241001	3	2	3	4	0,694658995	0,501090543	0,661904097	0,477462879	0,032754898	0,158197254	0,000668787	1,1597E-06	0,000667627	0,015733808	0,000321207	0,015412601	0,215740472	0,012757177	0,20298329	0,221629798	0,015562516	0,206067279	15	340	2,4	95,03540564	2,7	3	8,7	8,9	6,2	6,7	3443084,662	1,95	47,5	0	0	0	0	0	1	0	0	0	0	0	0	0
2	0,000180357	0,022165304	0,654188037	0,323466301	0,001785599	0,042195499	0,072437644	0,099219576	357281013	3	2	2	3	0,728682518	0,525633328	0,873982668	0,63044523	-0,14530015	0,330721736	0,002056403	3,18836E-06	0,002053215	0,061606336	0,00178046	0,059825875	0,248618633	0,005247212	0,243371427	0,249048278	0,009844524	0,239203751	21	410	1,6	98,66827469	2,1	3	0	7,852611111	5,7	6,3	542246,7813	0,975	3,212	0	0	1	0	0	0	0	0	0	0	0	0	0
2	0,002301372	0,159292504	0,726406515	0,111999594	0,012715593	0,115779467	0,063533828	0,097761109	357311001	2	1	2	3	0,783990324	0,565529476	1,058089256	0,763250061	-0,274098933	0,567113996	0,017206956	0,000161686	0,017045269	0,19970721	0,013404884	0,186302319	0,249679685	0,004036548	0,245643139	0,174179077	0,009557234	0,164621845	13,37142857	320,2380952	2,244761905	10	5,99047619	3	0,31	8,1	6,6	7,4	39890224,26	2,863	32,617	0	0	0	0	0	0	1	0	0	0	0	0	0
2	0,154985428	0,76677376	0,078109473	0,000131397	0,130216569	0,112518214	0,033893488	0,00196526	357411001	1	0	1	2	0,692911386	0,499829911	0,793062627	0,57207376	-0,100151241	0,611788332	0,233495027	0,016956355	0,216538668	0,243766561	0,012660349	0,231106207	0,045852408	0,001148769	0,04470364	0,001344196	3,86225E-06	0,001340334	24,08333333	835,8333333	4,441666667	88,00979696	5,325	3	0,2	7,1	6,7	7,4	2582268,206	1,349	24,603	0	0	0	0	0	1	0	0	0	0	0	0	0
2	0,000198502	0,021727055	0,651397526	0,326676965	0,001550567	0,033386908	0,07509838	0,095945545	357441001	3	2	2	3	0,729582071	0,526282218	0,870324314	0,627806286	-0,140742242	0,324720562	0,002118058	2,40426E-06	0,002115654	0,058016337	0,001114686	0,056901652	0,248641312	0,005639767	0,24300155	0,249265447	0,009205548	0,240059897	28	430	1,4	98,5855291	2,7	3	6,2	8,3	5,8	6,3	2439785,754	1,567	22,9	0	0	0	0	0	1	0	0	0	0	0	0	0
2	0,008651337	0,395000845	0,578827083	0,017520724	0,022176396	0,113757469	0,10112375	0,036641136	357521001	3	2	2	3	0,795332491	0,573711121	0,972177446	0,70127779	-0,176844954	0,183826238	0,044783738	0,000491793	0,044291943	0,249885321	0,012940762	0,236944556	0,237164989	0,010226013	0,226938978	0,052497827	0,001342573	0,051155254	21,5	452,5	3,575	94,69357216	3,825	3	0	5,6	6,3	7	1995981,635	1,12	9,08	0	0	0	0	0	1	0	0	0	0	0	0	0
2	1,21727E-06	0,000112439	0,199232668	0,800653696	0,00014061	0,003561085	0,092365853	0,094215319	357651001	4	3	3	4	0,500464201	0,36100861	0,467614502	0,337312561	0,032849699	0,601420999	6,70879E-05	1,97711E-08	6,70682E-05	0,002157798	1,26813E-05	0,002145117	0,152465671	0,008531451	0,14393422	0,153853372	0,008876527	0,144976839	7	310	0,88	35	3,1	3	8,1	8,7	6,4	7,1	2183042,27	2,533	11,667	0	0	0	0	0	0	1	0	0	0	0	0	0
2	5,7162E-07	5,7885E-05	0,163474292	0,836467266	9,24997E-05	0,00242619	0,087505832	0,088683411	357651012	4	3	3	4	0,446007431	0,321726354	0,429478049	0,309802926	0,016529381	0,672992945	4,03882E-05	8,5562E-09	4,03796E-05	0,001398796	5,8864E-06	0,001392909	0,138034746	0,00765727	0,130377471	0,138997123	0,007864748	0,131132379	5,2	270	0,655	22,5	2,85	3	6,3	8,5	6,5	7,1	1002838,515	3,067	14	0	0	0	0	0	0	1	0	0	0	0	0	0
2	2,38057E-06	0,000210621	0,236980006	0,762806952	0,000210947	0,005177842	0,096191287	0,098891489	357661020	4	3	3	4	0,549542964	0,396411454	0,504289508	0,363767986	0,045253456	0,525826931	0,000106986	4,44985E-08	0,000106942	0,003193436	2,68101E-05	0,003166626	0,166031748	0,009252764	0,156778976	0,167939454	0,009779527	0,158159927	8	370	1,4	40	2,5	3	7,2	8,9	5,8	6,4	1104776,613	1,933	13,667	0	0	0	0	0	0	1	0	0	0	0	0	0
2	0,002295692	0,134949028	0,781171083	0,081584178	0,010078744	0,107874803	0,066380307	0,08694531	357731008	3	2	2	3	0,68161267	0,49167961	1,010482669	0,728909168	-0,328869998	0,646222055	0,0165844	0,000101581	0,016482819	0,190572679	0,011636973	0,178935707	0,248156503	0,004406346	0,243750155	0,150126606	0,007559487	0,142567113	22,66666667	665,8333333	1,523333333	50	6,858333333	2,958117091	2,239177778	7,9	6,436394444	7,6	759427,5169	1,439	3,355	0	0	1	0	0	0	0	0	0	0	0	0	0
2	0,19247061	0,741114378	0,066308841	0,000106135	0,139935166	0,121666357	0,032543525	0,001760661	357821005	2	1	1	2	0,720089257	0,5194346	0,786432624	0,567291223	-0,066343367	0,548643768	0,243487492	0,019581851	0,223905638	0,24853237	0,014802703	0,233729661	0,039512534	0,001059081	0,038453452	0,001176603	3,09993E-06	0,001173503	36,16666667	757,5	4,177777778	90	6,488888889	2	0	6,6	7,1	7,3	1448841,447	1,15	4,886	0	0	0	0	0	1	0	0	0	0	0	0	0
2	0,000967723	0,056392211	0,770807803	0,171832293	0,00619108	0,063663036	0,069677681	0,106086731	357831001	3	2	2	3	0,672159076	0,484860283	0,963336349	0,694900286	-0,291177273	0,598975539	0,008333531	3,83295E-05	0,008295202	0,115371816	0,004052982	0,111318834	0,247991055	0,004854979	0,243136078	0,21528922	0,011254394	0,20403482	22,95487323	495	1,925	70	4,925	3	4,3	8,6	6,4	6,9	7790316,11	2	18,675	0	1	0	0	0	0	0	0	0	0	0	0	0
2	5,37648E-06	0,000499468	0,293243319	0,70625186	0,000541363	0,008028066	0,107885636	0,11273329	357841001	3	2	3	4	0,609221816	0,439460646	0,555315971	0,400575799	0,053905845	0,413008541	0,000240358	2,93073E-07	0,000240065	0,006092279	6,44498E-05	0,006027829	0,184441105	0,011639311	0,172801793	0,18766278	0,012708795	0,174953982	8	310	0,845	30	4,25	3	6,3	8,6	6,4	7	17065082,67	3,575	37,25	0	0	0	0	0	0	1	0	0	0	0	0	0
2	0,008548425	0,391310394	0,57922101	0,020920206	0,018957926	0,099839672	0,086542621	0,037033629	357851006	3	2	2	3	0,805051446	0,580721864	0,992109478	0,715655712	-0,187058032	0,187910616	0,04347251	0,000359403	0,043113109	0,249985754	0,00996796	0,240017802	0,237597659	0,007489625	0,230108038	0,058206882	0,00137149	0,056835394	21	750	3,3	98,03769356	5,2	3	4,1	8,4	6,3	6,6	2750305,929	1,6	16,75	0	0	0	0	0	1	0	0	0	0	0	0	0
2	0,018775722	0,610394418	0,366428882	0,00440099	0,031754885	0,067819789	0,075175345	0,011468581	357861002	3	2	1	2	0,767714322	0,553788822	0,873906434	0,630390239	-0,106192112	0,243965536	0,076769352	0,001008373	0,075760975	0,225488588	0,004599524	0,220889062	0,183525696	0,005651332	0,177874371	0,017169552	0,000131528	0,017038023	27	470	2,416666667	76,66666667	5,55	3	0	7,6	6,8	7,2	1648906,912	1,45	10,333	0	0	0	0	0	1	0	0	0	0	0	0	0
2	0,000676122	0,062881134	0,711580515	0,224862278	0,005149549	0,070602268	0,057810724	0,095725	357871030	4	3	2	3	0,756578088	0,545755728	0,991956651	0,715545471	-0,235378563	0,486718237	0,006349705	2,65179E-05	0,006323187	0,121255949	0,004984681	0,116271272	0,249798387	0,00334208	0,24645631	0,232209221	0,009163276	0,223045945	21,58333333	460	1,114444444	115	2,45	3	0	6,5	5,4	5,7	41412,4814	1,071	6,071	0	0	0	0	0	0	0	0	1	0	0	0	0
2	0,000150829	0,017355513	0,625246763	0,357246935	0,001869347	0,03528272	0,078135148	0,099784918	358251005	4	3	2	3	0,733029485	0,528769001	0,849540889	0,612814214	-0,116511405	0,267999828	0,001840563	3,49446E-06	0,001837068	0,051868569	0,00124487	0,0506237	0,2466425	0,006105101	0,240537405	0,249998569	0,00995703	0,240041539	22,8115311	306,6666667	1,146666667	27,5	3	3	2,2	7,9	6,1	6,8	2185097,78	2,76	16,73	0	0	0	0	0	0	1	0	0	0	0	0	0
2	0,038807478	0,412110984	0,517451167	0,031630334	0,106997125	0,121538609	0,110144943	0,094459124	358331003	3	2	2	3	0,941569328	0,6791987	1,130215168	0,815277909	-0,18864584	0,105340183	0,129273206	0,011448384	0,117824823	0,248000115	0,014771634	0,233228475	0,20299843	0,012131909	0,190866515	0,097100779	0,008922526	0,088178255	10,28666667	1342,222222	1,18	75,8	9,147	3	7,6	7,6	6,7	7,1	13520158,63	1,976	78,511	0	1	0	0	0	0	0	0	0	0	0	0	0
2	0,318234235	0,64847213	0,033252709	4,10087E-05	0,188262179	0,164811954	0,035115425	0,003271567	358381001	2	1	1	2	0,758838415	0,547386209	0,717728734	0,517731843	0,041109681	0,330237895	0,248327151	0,03544265	0,212884501	0,244969666	0,027162982	0,217806682	0,027949775	0,001233093	0,026716681	0,001243225	1,07032E-05	0,001232522	59,66666667	960	5	70	16,33333333	3	0	8,5	7	8,3	1421127,472	0,94	10,48	0	0	0	0	0	0	0	0	0	0	1	0	0
2	0,000859659	0,0809725	0,737120152	0,181047708	0,009314543	0,109728411	0,061750993	0,118523955	358401010	4	3	2	3	0,743838906	0,536566351	0,999016583	0,720638135	-0,255177677	0,556072474	0,008792468	8,67607E-05	0,008705707	0,146775782	0,012040325	0,134735465	0,249976754	0,003813185	0,246163562	0,216597974	0,014047927	0,202550054	14	630	1,42	20	4,35	1	4,7	8,6	7	7,4	1234961,503	2,72	5,74	0	0	0	0	0	1	0	0	0	0	0	0	0
2	0,348195016	0,625922859	0,025860749	2,14439E-05	0,157545	0,144719616	0,021795951	0,00099599	358721001	2	1	1	2	0,755357981	0,544875606	0,702556372	0,506787297	0,052801609	0,277727842	0,244519651	0,024820428	0,219699219	0,24129203	0,020943768	0,220348269	0,018465776	0,000475063	0,017990712	0,000467226	9,91997E-07	0,000466234	65,5	960	6,541666667	75,41666667	9,933333333	2	7,5	6,4	6,9	7,1	1166941,855	1,044	2,511	0	0	1	0	0	0	0	0	0	0	0	0	0
2	0,442788392	0,545324922	0,011881156	5,57595E-06	0,149947152	0,143111631	0,011940444	0,000457931	358821004	2	1	1	2	0,744128227	0,536775052	0,636623859	0,459227042	0,107504368	0,102536529	0,227450162	0,022484148	0,204966009	0,22446689	0,020480938	0,203985959	0,009355789	0,000142574	0,009213215	0,000179959	2,09701E-07	0,00017975	44	765	7,9	52,5	8,2	2	0,8	8,6	7,1	7,7	1614130,55	1,633	10,85	0	0	0	0	0	1	0	0	0	0	0	0	0
